Date,Close,High,Low,Open,Volume
2023-07-17,290.3800048828125,292.2300109863281,283.57000732421875,286.6300048828125,131569600
2023-07-18,293.3399963378906,295.260009765625,286.010009765625,290.1499938964844,112120300
2023-07-19,291.260009765625,299.2900085449219,289.5199890136719,296.0400085449219,142355400
2023-07-20,262.8999938964844,280.92999267578125,261.20001220703125,279.55999755859375,175158300
2023-07-21,260.0199890136719,268.0,255.8000030517578,268.0,161796100
2023-07-24,269.05999755859375,269.8500061035156,254.1199951171875,255.85000610351562,136508500
2023-07-25,265.2799987792969,272.8999938964844,265.0,272.3800048828125,112757300
2023-07-26,264.3500061035156,268.0400085449219,261.75,263.25,95856200
2023-07-27,255.7100067138672,269.1300048828125,255.3000030517578,268.30999755859375,103697300
2023-07-28,266.44000244140625,267.25,258.2300109863281,259.8599853515625,111446000
2023-07-31,267.42999267578125,269.0799865722656,263.7799987792969,267.4800109863281,84582200
2023-08-01,261.07000732421875,266.4700012207031,260.25,266.260009765625,83166000
2023-08-02,254.11000061035156,259.5199890136719,250.49000549316406,255.57000732421875,101752900
2023-08-03,259.32000732421875,260.489990234375,252.0,252.0399932861328,97569100
2023-08-04,253.86000061035156,264.7699890136719,253.11000061035156,260.9700012207031,99539900
2023-08-07,251.4499969482422,253.64999389648438,242.75999450683594,251.4499969482422,111097900
2023-08-08,249.6999969482422,250.9199981689453,245.00999450683594,247.4499969482422,96642200
2023-08-09,242.19000244140625,251.10000610351562,241.89999389648438,250.8699951171875,101596300
2023-08-10,245.33999633789062,251.8000030517578,243.0,245.39999389648438,109498600
2023-08-11,242.64999389648438,243.7899932861328,238.02000427246094,241.77000427246094,99038600
2023-08-14,239.75999450683594,240.66000366210938,233.75,235.6999969482422,98595300
2023-08-15,232.9600067138672,240.5,232.61000061035156,238.72999572753906,88197600
2023-08-16,225.60000610351562,233.97000122070312,225.3800048828125,228.02000427246094,112484500
2023-08-17,219.22000122070312,226.74000549316406,218.8300018310547,226.05999755859375,120718400
2023-08-18,215.49000549316406,217.5800018310547,212.36000061035156,214.1199951171875,136276600
2023-08-21,231.27999877929688,232.1300048828125,220.5800018310547,221.5500030517578,135702700
2023-08-22,233.19000244140625,240.82000732421875,229.5500030517578,240.25,130442800
2023-08-23,236.86000061035156,238.97999572753906,229.2899932861328,229.33999633789062,101077600
2023-08-24,230.0399932861328,238.9199981689453,228.17999267578125,238.66000366210938,99777400
2023-08-25,238.58999633789062,239.0,230.35000610351562,231.30999755859375,106612200
2023-08-28,238.82000732421875,244.3800048828125,235.35000610351562,242.5800018310547,107673700
2023-08-29,257.17999267578125,257.4800109863281,237.77000427246094,238.5800018310547,134047600
2023-08-30,256.8999938964844,260.510009765625,250.58999633789062,254.1999969482422,121988400
2023-08-31,258.0799865722656,261.17999267578125,255.0500030517578,255.97999572753906,108861700
2023-09-01,245.00999450683594,259.0799865722656,242.00999450683594,257.260009765625,132541600
2023-09-05,256.489990234375,258.0,244.86000061035156,245.0,129469600
2023-09-06,251.9199981689453,255.38999938964844,245.05999755859375,255.13999938964844,116959800
2023-09-07,251.49000549316406,252.80999755859375,243.27000427246094,245.07000732421875,115312900
2023-09-08,248.5,256.5199890136719,246.6699981689453,251.22000122070312,118367700
2023-09-11,273.5799865722656,274.8500061035156,260.6099853515625,264.2699890136719,174667900
2023-09-12,267.4800109863281,278.3900146484375,266.6000061035156,270.760009765625,135999900
2023-09-13,271.29998779296875,274.9800109863281,268.1000061035156,270.07000732421875,111673700
2023-09-14,276.0400085449219,276.7099914550781,270.4200134277344,271.32000732421875,107709800
2023-09-15,274.3900146484375,278.9800109863281,271.0,277.54998779296875,133692300
2023-09-18,265.2799987792969,271.44000244140625,263.760009765625,271.1600036621094,101543300
2023-09-19,266.5,267.8500061035156,261.20001220703125,264.3500061035156,103704000
2023-09-20,262.5899963378906,273.92999267578125,262.4599914550781,267.0400085449219,122514600
2023-09-21,255.6999969482422,260.8599853515625,254.2100067138672,257.8500061035156,119951500
2023-09-22,244.8800048828125,257.7900085449219,244.47999572753906,257.3999938964844,127524100
2023-09-25,246.99000549316406,247.10000610351562,238.30999755859375,243.3800048828125,104636600
2023-09-26,244.1199951171875,249.5500030517578,241.66000366210938,242.97999572753906,101993600
2023-09-27,240.5,245.3300018310547,234.5800018310547,244.25999450683594,136597200
2023-09-28,246.3800048828125,247.5500030517578,238.64999389648438,240.02000427246094,117058900
2023-09-29,250.22000122070312,254.77000427246094,246.35000610351562,250.0,128522700
2023-10-02,251.60000610351562,254.27999877929688,242.6199951171875,244.80999755859375,123810400
2023-10-03,246.52999877929688,250.02000427246094,244.4499969482422,248.61000061035156,101985300
2023-10-04,261.1600036621094,261.8599853515625,247.60000610351562,248.13999938964844,129721600
2023-10-05,260.04998779296875,263.6000061035156,256.25,260.0,119159200
2023-10-06,260.5299987792969,261.6499938964844,250.64999389648438,253.97999572753906,118121800
2023-10-09,259.6700134277344,261.3599853515625,252.0500030517578,255.30999755859375,101377900
2023-10-10,263.6199951171875,268.94000244140625,257.6499938964844,257.75,122656000
2023-10-11,262.989990234375,268.6000061035156,260.8999938964844,266.20001220703125,103706300
2023-10-12,258.8699951171875,265.4100036621094,256.6300048828125,262.9200134277344,111508100
2023-10-13,251.1199951171875,259.6000061035156,250.22000122070312,258.8999938964844,102073800
2023-10-16,253.9199981689453,255.39999389648438,248.47999572753906,250.0500030517578,88917200
2023-10-17,254.85000610351562,257.17999267578125,247.0800018310547,250.10000610351562,93562900
2023-10-18,242.67999267578125,254.6300048828125,242.0800018310547,252.6999969482422,125147800
2023-10-19,220.11000061035156,230.61000061035156,216.77999877929688,225.9499969482422,170772700
2023-10-20,211.99000549316406,218.86000061035156,210.4199981689453,217.00999450683594,138010100
2023-10-23,212.0800018310547,216.97999572753906,202.50999450683594,210.0,150683400
2023-10-24,216.52000427246094,222.0500030517578,214.11000061035156,216.5,118231100
2023-10-25,212.4199981689453,220.10000610351562,212.1999969482422,215.8800048828125,107065100
2023-10-26,205.75999450683594,214.8000030517578,204.8800048828125,211.32000732421875,115112600
2023-10-27,207.3000030517578,212.41000366210938,205.77000427246094,210.60000610351562,94881200
2023-10-30,197.36000061035156,210.8800048828125,194.6699981689453,209.27999877929688,136448200
2023-10-31,200.83999633789062,202.8000030517578,194.07000732421875,196.1199951171875,118068300
2023-11-01,205.66000366210938,205.99000549316406,197.85000610351562,204.0399932861328,121661700
2023-11-02,218.50999450683594,219.1999969482422,211.4499969482422,212.97000122070312,125987600
2023-11-03,219.9600067138672,226.3699951171875,218.39999389648438,221.14999389648438,119534800
2023-11-06,219.27000427246094,226.32000732421875,215.0,223.97999572753906,117335800
2023-11-07,222.17999267578125,223.1199951171875,215.72000122070312,219.97999572753906,116900100
2023-11-08,222.11000061035156,224.14999389648438,217.63999938964844,223.14999389648438,106584800
2023-11-09,209.97999572753906,220.8000030517578,206.67999267578125,219.75,142110500
2023-11-10,214.64999389648438,215.3800048828125,205.69000244140625,210.02999877929688,130994000
2023-11-13,223.7100067138672,225.39999389648438,211.61000061035156,215.60000610351562,140447600
2023-11-14,237.41000366210938,238.13999938964844,230.72000122070312,235.02999877929688,149771600
2023-11-15,242.83999633789062,246.6999969482422,236.4499969482422,239.2899932861328,150354000
2023-11-16,233.58999633789062,240.8800048828125,230.9600067138672,239.49000549316406,136816800
2023-11-17,234.3000030517578,237.38999938964844,226.5399932861328,232.0,142532800
2023-11-20,235.60000610351562,237.10000610351562,231.02000427246094,234.0399932861328,116320100
2023-11-21,241.1999969482422,243.6199951171875,233.33999633789062,235.0399932861328,122288000
2023-11-22,234.2100067138672,244.00999450683594,231.39999389648438,242.0399932861328,117950600
2023-11-24,235.4499969482422,238.75,232.3300018310547,233.75,65125200
2023-11-27,236.0800018310547,238.3300018310547,232.10000610351562,236.88999938964844,112031800
2023-11-28,246.72000122070312,247.0,234.00999450683594,236.67999267578125,148549900
2023-11-29,244.13999938964844,252.75,242.75999450683594,249.2100067138672,135401300
2023-11-30,240.0800018310547,245.22000122070312,236.91000366210938,245.13999938964844,132353200
2023-12-01,238.8300018310547,240.19000244140625,231.89999389648438,233.13999938964844,121331700
2023-12-04,235.5800018310547,239.3699951171875,233.2899932861328,235.75,104099800
2023-12-05,238.72000122070312,246.66000366210938,233.6999969482422,233.8699951171875,137971100
2023-12-06,239.3699951171875,246.57000732421875,239.1699981689453,242.9199981689453,126436200
2023-12-07,242.63999938964844,244.0800018310547,236.97999572753906,241.5500030517578,107142300
2023-12-08,243.83999633789062,245.27000427246094,239.27000427246094,240.27000427246094,103126800
2023-12-11,239.74000549316406,243.44000244140625,237.4499969482422,242.74000549316406,97913900
2023-12-12,237.00999450683594,238.99000549316406,233.8699951171875,238.5500030517578,95328300
2023-12-13,239.2899932861328,240.3000030517578,228.1999969482422,234.19000244140625,146286300
2023-12-14,251.0500030517578,253.8800048828125,240.7899932861328,241.22000122070312,160829200
2023-12-15,253.5,254.1300048828125,248.3000030517578,251.2100067138672,135932800
2023-12-18,252.0800018310547,258.739990234375,251.36000061035156,253.77999877929688,116416500
2023-12-19,257.2200012207031,258.3399963378906,253.00999450683594,253.47999572753906,106737400
2023-12-20,247.13999938964844,259.8399963378906,247.0,256.4100036621094,125097000
2023-12-21,254.5,254.8000030517578,248.5500030517578,251.89999389648438,109594200
2023-12-22,252.5399932861328,258.2200012207031,251.3699951171875,256.760009765625,93370100
2023-12-26,256.6099853515625,257.9700012207031,252.91000366210938,254.49000549316406,86892400
2023-12-27,261.44000244140625,263.3399963378906,257.5199890136719,258.3500061035156,106494400
2023-12-28,253.17999267578125,265.1300048828125,252.7100067138672,263.6600036621094,113619900
2023-12-29,248.47999572753906,255.19000244140625,247.42999267578125,255.10000610351562,100891600
